"trim_name","gsis_id","season","last_name","first_name","team","name","position","age","team_rank","overall","speed","strength","agility","acceleration","awareness","catch","carrying","throw_power","throw_accuracy","trucking","elusiveness","bc_vision","stiff_arm","spin_move","juke_move","route","catch_in_traffic","spec._catch","release","jumping","throw_accuracy_short","throw_accuracy_mid","throw_accuracy_deep","throw_on_the_run","playaction","tackle","hit_power","power_moves","finesse_moves","block_shedding","pursuit","play_recognition","man_coverage","zone_coverage","press","kick_power","kick_accuracy","impact_blocking","run_block","pass_block","kick_return","toughness","stamina","injury","throw_under_pressure","break_sack","break_tackle","lead_block","run_block_power","pass_block_power","run_block_finesse","pass_block_finesse","short_route_runing","medium_route_running","deep_route_running","player_id"
"BARKEVIOUSMINGO","00-0030558",2014,"Barkevious","Mingo","Browns","Barkevious Mingo","ROLB",NA,2,76,87,65,87,94,64,50,55,25,5,55,60,48,49,70,45,15,35,40,25,91,5,5,5,5,5,80,78,77,89,75,86,65,59,65,65,19,14,45,45,45,13.40483,72,95,90,13.684,13.25817,43.14217,17.00883,39.34383,42.33833,40.29867,40.99867,19.48817,15.281,9.511167,2540140
"BARKEVIOUSMINGO","00-0030558",2015,"Mingo","Barkevious","Browns","Barkevious Mingo","LOLB",NA,1,82,85,69,84,90,74,50,55,25,6,55,60,48,49,70,45,15,35,40,25,91,6,6,6,6,6,85,82,79,91,78,88,74,59,62,65,19,14,45,45,45,10,72,95,90,13.26633,12.644,43.40583,17.71317,40.133,42.69183,40.60783,40.91667,18.1325,11.14067,7.9225,2540140
"BARKEVIOUSMINGO","00-0030558",2016,"Mingo","Barkevious","Browns","Barkevious Mingo","LOLB",NA,1,76,85,69,84,88,71,53,55,25,22,55,60,48,49,70,45,15,35,47,25,91,6,6,6,6,6,82,82,74,80,74,85,71,62,68,65,19,14,45,45,45,10,72,95,90,14.99433,15.4505,43.76767,17.28933,40.11467,42.363,40.57083,41.1395,18.68083,11.44967,8.533333,2540140
"BARKEVIOUSMINGO","00-0030558",2017,"Mingo","Barkevious","Colts","Barkevious Mingo","ROLB",NA,2,78,86,69,84,87,72,53,55,25,22,55,60,48,49,70,45,15,35,47,25,91,6,6,6,6,6,83,82,74,81,81,85,72,53,60,56,19,14,80,45,45,10,72,95,90,15.9185,15.50133,44.29083,19.99983,44.9105,44.93333,44.7435,44.78033,18.41817,11.2415,6.984667,2540140
"BARRETTJONES","0",2015,"Jones","Barrett","Rams","Barrett Jones","RG",NA,1,74,57,79,48,65,67,45,52,29,6,19,15,25,10,10,10,19,14,21,15,69,6,6,6,6,6,32,20,10,10,26,33,25,22,21,10,19,16,84,78,85,10,92,90,80,11.4015,12.4825,9.439833,74.41167,76.26533,80.577,77.62683,79.376,16.0375,8.650167,7.009833,2539195
"BARRETTJONES","0",2014,"Barrett","Jones","Rams","Barrett Jones","C",NA,2,70,52,79,48,65,66,45,52,29,5,19,15,25,10,10,10,19,14,21,15,69,5,5,5,5,5,32,20,10,10,26,33,25,22,21,10,19,16,84,78,84,9.98,92,90,80,11.23167,13.59383,9.952667,75.80883,76.12467,78.86383,77.26783,79.12317,15.98217,9.230167,8.735167,2539195
"BARRETTJONES","0",2016,"Jones","Barrett","Eagles","Barrett Jones","LG",NA,1,72,56,82,48,65,62,45,52,29,25,19,15,25,10,10,10,19,14,21,15,69,6,6,6,6,6,32,20,10,10,26,33,25,22,21,10,19,16,84,80,86,10,92,90,80,12.95767,14.22,9.617833,71.67567,78.09417,79.2385,77.6675,78.13217,15.88233,8.871,7.492833,2539195
"BARRYCHURCH","00-0027416",2018,"Church","Barry","Jaguars","Barry Church","SS",30,1,83,84,69,81,87,86,71,60,24,6,60,56,62,64,56,63,13.33333333,42,40,25,77,6,6,6,6,6,78,86,64,56,59,83,86,67,83,70,26,19,67,35,35,35,93,90,97,15,15,41,22,35,35,35,35,20,10,10,494259
"BARRYCHURCH","00-0027416",2014,"Barry","Church","Cowboys","Barry Church","FS",NA,1,83,85,65,82,89,78,55,60,24,5,60,55,59,64,55,60,20,42,40,25,75,5,5,5,5,5,82,93,64,54,69,84,78,61,78,65,26,19,45,45,45,39.21317,93,90,97,17.15917,13.146,40.23517,19.35083,36.911,39.78017,37.371,37.30733,21.5515,16.89533,17.10367,494259
"BARRYCHURCH","00-0027416",2015,"Church","Barry","Cowboys","Barry Church","FS",NA,1,81,81,65,81,87,81,57,60,24,6,60,55,59,64,55,60,20,42,40,25,77,6,6,6,6,6,82,92,65,57,69,84,77,59,71,60,26,19,45,45,45,35,93,90,97,16.844,13.00267,40.1035,18.80917,37.9575,39.67617,38.67733,37.15867,21.94217,16.6205,16.07983,494259
"BARRYCHURCH","00-0027416",2016,"Church","Barry","Cowboys","Barry Church","SS",NA,1,82,86,65,81,88,77,71,60,24,25,60,55,59,64,55,60,20,42,40,25,77,6,6,6,6,6,83,87,65,57,79,87,77,60,71,60,26,19,45,45,45,35,93,90,97,15.75167,16.297,39.40717,19.0115,36.5745,39.18917,37.13467,36.84333,23.27983,16.615,14.68117,494259
"BARRYCHURCH","00-0027416",2017,"Church","Barry","Jaguars","Barry Church","SS",NA,1,83,85,69,81,88,82,71,60,24,25,60,55,59,64,55,60,20,42,40,25,77,6,6,6,6,6,81,86,65,57,74,83,82,71,82,70,26,19,67,45,45,35,93,90,97,15.82117,16.23167,39.33117,21.46967,38.6005,39.72267,39.27017,39.475,22.55017,15.73817,14.81417,494259
"BARRYCOFIELD","0",2014,"Barry","Cofield","Redskins","Barry Cofield","DT",NA,1,86,65,89,65,79,87,16,40,21,5,10,26,10,10,10,10,15,15,15,15,68,5,5,5,5,5,70,45,91,65,83,78,87,25,34,12,8,12,45,45,45,10.48167,84,86,98,15.02533,12.98433,16.6765,29.57133,39.46183,43.089,40.637,41.52433,15.40167,9.846,6.264667,2506926
"BEARPASCOE","0",2015,"Pascoe","Bear","Bears","Bear Pascoe","HB",NA,2,82,72,80,67,84,77,68,68,58,44.33333,66,40,54,66,55,50,54,72,51,85,70,48,45,40,45,40,45,20,10,10,59,37,15,12,13,10,22,20,85,82,67,15,97,83,92,32.362,27.43033,35.39783,65.98733,70.59683,53.48783,61.22517,52.63617,54.514,49.63083,44.2965,79625
"BEARPASCOE","0",2014,"Bear","Pascoe","Falcons","Bear Pascoe","TE",NA,1,72,65,80,67,72,75,65,68,58,44.33333,66,40,54,66,55,50,54,72,51,85,70,48,45,40,45,40,45,20,10,10,59,37,15,12,13,10,22,20,85,82,65,16.34917,97,83,92,33.20183,27.83967,35.60067,55.67217,75.47733,61.28583,70.74017,57.1325,51.31317,47.41317,39.11683,79625
"BEAUALLEN","00-0031089",2014,"Beau","Allen","Eagles","Beau Allen","DT",NA,3,66,58,87,54,82,53,32,40,13,5,20,15,10,10,10,10,15,15,15,15,76,5,5,5,5,5,81,73,72,47,83,84,59,20,24,10,23,11,45,45,45,10.12233,88,68,93,12.06883,13.08067,12.38817,28.58567,39.07583,43.4265,41.5235,40.95433,14.42633,8.8275,5.447,2543884
"BEAUALLEN","00-0031089",2018,"Allen","Beau","Buccaneers","Beau Allen","DT",26,4,75,60,88,57,73,81,32,40,13,6,20,15,10,10,10,10,8.333333,15,15,15,76,6,6,6,6,6,82,74,79,60,75,79,81,20,24,10,23,11,81,60,53,10,88,72,93,11,12,10,73,45,45,45,45,15,7,3,2543884
"BEAUALLEN","00-0031089",2015,"Allen","Beau","Eagles","Beau Allen","DT",NA,2,69,59,87,54,77,61,32,40,13,6,20,15,10,10,10,10,15,15,15,15,76,6,6,6,6,6,82,73,74,48,83,84,62,20,24,10,23,11,45,45,45,10,88,72,93,11.87067,12.24133,10.76467,28.34667,39.24333,43.4265,41.46433,40.973,14.50233,8.4865,5.536167,2543884
"BEAUALLEN","00-0031089",2017,"Allen","Beau","Eagles","Beau Allen","DT",NA,5,68,60,88,54,73,69,32,40,13,10,20,15,10,10,10,10,15,15,15,15,76,6,6,6,6,6,82,73,78,55,70,81,69,20,24,10,23,11,84,60,53,10,88,72,93,12.058,12.05783,11.37683,36.1105,51.37183,46.001,47.04233,44.97317,14.2305,6.816833,3.0665,2543884
"BEAUALLEN","00-0031089",2016,"Allen","Beau","Eagles","Beau Allen","DT",NA,4,65,58,87,54,76,63,32,40,13,10,20,15,10,10,10,10,15,15,15,15,76,6,6,6,6,6,82,73,77,51,71,83,63,20,24,10,23,11,45,45,45,10,88,72,93,11.7955,12.29083,10.87217,28.514,39.24333,43.5285,41.566,40.648,14.52033,9.037,5.637833,2543884
"BEAUBRINKLEY","0",2015,"Brinkley","Beau","Titans","Beau Brinkley","TE",NA,5,54,74,69,70,82,45,58,69,25,10,45,35,52,40,50,45,44,65,52,42,77,10,10,10,10,10,60,49,35,40,58,60,35,23,30,15,19,26,67,73,62,10,75,76,92,10.77617,13.7665,22.79267,54.8595,63.73,59.8585,61.55683,49.13517,45.5865,40.83117,35.9685,2535701
"BEAUBRINKLEY","0",2017,"Brinkley","Beau","Titans","Beau Brinkley","TE",NA,6,46,74,69,70,83,45,58,69,25,25,45,35,52,40,50,45,44,65,52,42,77,10,10,10,10,10,60,49,35,40,58,60,35,23,30,15,19,26,67,49,62,10,75,76,92,11.6935,14.12483,22.25567,51.819,40.80767,58.04067,37.6375,47.994,44.91317,41.35817,35.69383,2535701
"BEAUBRINKLEY","0",2014,"Beau","Brinkley","Titans","Beau Brinkley","TE",NA,4,53,76,69,70,72,45,58,69,25,10,45,35,52,40,50,45,44,65,52,42,77,10,10,10,10,10,60,49,35,40,58,60,35,23,30,15,19,26,67,73,62,9.992,75,76,92,10.90317,13.8565,22.51267,54.9935,63.364,59.836,61.00017,49.15517,45.629,40.607,35.9685,2535701
"BEAUBRINKLEY","0",2018,"Brinkley","Beau","Titans","Beau Brinkley","TE",28,6,47,74,69,70,83,45,58,69,25,10,45,35,52,40,50,45,39,65,52,42,77,10,10,10,10,10,60,49,35,40,58,60,35,23,30,15,19,26,67,49,62,10,75,76,92,10,15,20,52,40,59,35,50,44,39,34,2535701
"BEAUBRINKLEY","0",2016,"Brinkley","Beau","Titans","Beau Brinkley","TE",NA,6,46,73,69,70,82,45,58,69,25,25,45,35,52,40,50,45,44,65,52,42,77,10,10,10,10,10,60,49,35,40,58,60,35,23,30,15,19,26,67,50,62,10,75,76,92,11.6935,14.12483,22.41317,51.9005,40.80767,58.00067,37.7375,47.874,45.01317,41.45417,35.76333,2535701
"BEAUNUNN","0",2018,"Nunn","Beau","Lions","Beau Nunn","LG",23,4,59,72,86,53,79,51,35,40,21,6,15,10,10,10,10,10,6.666667,10,12,12,76,6,6,6,6,6,29,12,10,10,20,23,10,12,12,10,16,12,74,71,68,10,82,77,87,10,12,5,53,70,68,72,70,10,5,5,2561250
"BENARDRICKMCKINNEY","00-0031553",2015,"McKinney","Benardrick","Texans","Benardrick McKinney","LOLB",NA,1,72,84,69,80,87,67,49,54,25,6,50,25,29,47,25,30,15,15,15,12,90,6,6,6,6,6,89,88,81,53,83,90,57,50,59,42,20,20,45,45,45,10,78,84,94,13.0435,12.41917,13.79,18.7405,39.234,43.0785,40.34217,41.25267,14.57783,7.906333,6.403,2552490
"BENARDRICKMCKINNEY","00-0031553",2018,"McKinney","Benardrick","Texans","Benardrick McKinney","MLB",25,2,78,84,69,80,88,83,52,54,25,6,50,25,29,47,25,30,8.333333,15,15,12,90,6,6,6,6,6,87,88,60,49,86,91,83,49,59,42,20,20,86,45,45,10,78,84,94,10,12,10,26,45,45,45,45,15,5,5,2552490
"BENARDRICKMCKINNEY","00-0031553",2017,"McKinney","Benardrick","Texans","Benardrick McKinney","MLB",NA,1,82,84,69,80,88,85,52,54,25,25,50,25,29,47,25,30,15,15,15,12,90,6,6,6,6,6,90,88,62,49,80,85,85,69,79,42,20,20,86,45,45,10,78,84,94,12.68967,14.66617,12.25283,24.54133,44.77217,44.9335,44.836,44.89167,14.64733,5.591667,5.273833,2552490
"BENARDRICKMCKINNEY","00-0031553",2016,"McKinney","Benardrick","Texans","Benardrick McKinney","MLB",NA,2,77,84,69,80,87,74,49,54,25,25,50,25,29,47,25,30,15,15,15,12,90,6,6,6,6,6,89,88,75,49,81,86,74,64,73,42,20,20,45,45,45,10,78,84,94,13.27017,14.57467,12.58333,19.81267,38.62183,42.42883,40.3055,40.83417,14.50517,8.090667,6.191833,2552490
"BENBASS","0",2014,"Ben","Bass","Cowboys","Ben Bass","DT",NA,5,66,68,78,70,74,64,40,35,19,5,30,11,28,19,10,10,10,10,15,15,74,5,5,5,5,5,77,72,77,41,78,73,64,15,25,10,15,15,45,45,45,10.02317,77,75,90,10.87517,12.19117,11.6955,26.2575,39.50667,43.11517,41.407,40.72933,11.301,8.0925,5.358167,2536004
"BENBRADEN","0",2017,"Braden","Ben","Jets","Ben Braden","LG",NA,3,63,71,83,62,80,53,22,18,22,30,31,20,21,28,16,21,16,20,17,14,70,10,6,6,6,6,30,33,26,18,24,32,18,12,15,10,23,14,77,73,72,10,92,81,91,11.333,13.66783,11.79583,72.87833,71.04833,71.39017,72.23517,69.84567,17.08217,7.448667,5.721,2559062
"BENBRADEN","0",2018,"Braden","Ben","Jets","Ben Braden","LG",24,3,61,71,83,62,80,53,22,18,22,7.333333,31,20,21,28,16,21,9,20,17,14,70,10,6,6,6,6,30,33,26,18,24,32,18,12,15,10,23,14,77,73,71,10,92,81,91,10,12,10,52,68,72,73,69,16,6,5,2559062
"BENBRAUNECKER","00-0032661",2018,"Braunecker","Ben","Bears","Ben Braunecker","TE",24,6,67,83,77,73,89,43,70,63,30,10,71,45,62,66,58,58,52,59,66,59,88,15,10,5,10,5,42,27,17,17,46,43,28,14,21,17,21,19,70,73,70,18,88,86,87,10,15,42,55,71,69,71,67,57,52,47,2556478
"BENEBENWIKERE","0",2016,"Benwikere","Bene","Panthers","Bene Benwikere","CB",NA,1,80,87,52,89,86,82,73,65,35,35,25,70,58,21,70,72,25,52,54,30,96,6,6,6,6,6,56,45,35,43,51,76,82,80,83,84,20,20,45,45,45,45,70,92,93,14.18867,14.585,59.81783,16.32667,36.30067,38.687,36.20867,36.04183,29.76983,21.36567,18.3,2543855
"BENEBENWIKERE","0",2017,"Benwikere","Bene","Bengals","Bene Benwikere","CB",NA,6,69,88,57,89,87,64,70,65,79,35,25,70,58,21,70,72,25,52,54,30,96,71,68,66,39,58,56,45,35,43,51,76,64,73,76,80,20,20,50,45,45,45,70,92,93,49.898,45.67333,59.39783,13.60967,35.39417,34.56,36.38433,31.98583,30.525,21.334,17.71133,2543855
"BENEBENWIKERE","0",2015,"Benwikere","Bene","Panthers","Bene Benwikere","CB",NA,2,81,85,52,89,86,77,73,65,35,6,25,70,58,21,70,72,25,52,54,30,96,6,6,6,6,6,56,45,25,32,39,69,79,83,91,84,20,20,45,45,45,45,70,92,93,12.6475,14.417,59.36883,16.21517,36.57917,39.036,36.19817,36.68983,32.015,21.5085,19.463,2543855
"BENEBENWIKERE","00-0031262",2018,"Benwikere","Bene'","Cardinals","Bene' Benwikere","CB",26,3,70,88,57,89,87,64,70,65,71,65,25,70,58,21,70,72,16.66666667,52,54,30,96,68,65,62,39,58,56,45,35,43,51,76,64,74,77,74,20,20,50,35,35,45,70,92,93,48,46,60,10,35,35,35,35,25,15,10,2543855
"BENEBENWIKERE","0",2014,"Bene","Benwikere","Panthers","Bene Benwikere","CB",NA,6,68,85,44,88,88,56,72,65,35,5,25,70,58,21,70,72,25,52,54,30,96,5,5,5,5,5,51,45,25,32,39,64,71,75,83,63,20,20,45,45,45,49.73967,70,92,93,12.40183,12.877,57.63017,15.60333,35.8875,39.13117,36.0295,36.42333,33.19317,22.12617,19.91367,2543855
"BENGARDNER","0",2014,"Ben","Gardner","Cowboys","Ben Gardner","LE",NA,4,68,72,74,75,82,52,50,40,25,5,52,15,33,10,10,10,10,15,15,15,90,5,5,5,5,5,81,81,79,54,76,71,69,25,30,12,17,25,45,45,45,9.997333,85,84,83,12.7345,12.33617,13.3225,16.829,39.493,43.04183,41.24917,41.4075,14.274,10.0645,6.240667,2549984
"BENGARDNER","0",2014,"Ben","Gardner","Cowboys","Ben Gardner","LE",NA,4,68,72,74,75,82,52,50,40,25,5,52,15,33,10,10,10,10,15,15,15,90,5,5,5,5,5,81,81,79,54,76,71,69,25,30,12,17,25,45,45,45,9.997333,85,84,83,12.7345,12.33617,13.3225,16.829,39.493,43.04183,41.24917,41.4075,14.274,10.0645,6.240667,2549984
"BENGARDNER","0",2015,"Gardner","Ben","Cowboys","Ben Gardner","LE",NA,4,68,71,74,75,84,52,50,40,25,6,52,15,33,10,10,10,10,15,15,15,90,6,6,6,6,6,81,81,79,54,76,71,69,25,30,12,17,25,45,45,45,10,85,84,83,12.66617,12.34217,12.48917,16.7895,39.50283,43.05183,41.46917,41.4275,14.269,9.101167,6.146667,2549984
"BENGARDNER","0",2015,"Gardner","Ben","Cowboys","Ben Gardner","LE",NA,4,68,71,74,75,84,52,50,40,25,6,52,15,33,10,10,10,10,15,15,15,90,6,6,6,6,6,81,81,79,54,76,71,69,25,30,12,17,25,45,45,45,10,85,84,83,12.66617,12.34217,12.48917,16.7895,39.50283,43.05183,41.46917,41.4275,14.269,9.101167,6.146667,2549984
"BENGARLAND","00-0027282",2017,"Garland","Ben","Falcons","Ben Garland","C",NA,2,66,67,82,62,79,60,40,45,34,32,34,10,25,25,25,22,10,10,12,15,84,6,6,6,6,6,65,60,74,49,68,68,61,15,20,10,14,14,75,78,76,15,89,81,92,13.4995,14.809,7.761167,70.841,74.796,71.771,74.52983,72.41733,11.35817,5.801833,5.829333,2507865
"BENGARLAND","00-0027282",2018,"Garland","Ben","Falcons","Ben Garland","LG",30,2,70,66,82,62,79,64,40,45,34,6,34,10,25,25,25,22,6.666667,10,12,15,84,6,6,6,6,6,65,60,74,49,68,68,61,15,20,10,14,14,75,85,70,15,89,81,92,11,12,5,73,83,70,85,69,10,5,5,2507865
"BENGARLAND","00-0027282",2015,"Garland","Ben","Broncos","Ben Garland","RG",NA,2,69,66,77,62,78,61,40,45,34,6,34,10,25,25,25,22,10,10,12,15,84,6,6,6,6,6,65,60,70,42,68,65,42,15,20,10,14,14,75,79,76,15,89,81,92,11.05983,12.16,6.938,72.069,76.64633,73.01683,74.94717,73.11217,10.7805,5.191167,6.736667,2507865
"BENGARLAND","00-0027282",2016,"Garland","Ben","Falcons","Ben Garland","LG",NA,2,66,65,77,62,78,61,40,45,34,32,34,10,25,25,25,22,10,10,12,15,84,6,6,6,6,6,65,60,70,42,68,65,42,15,20,10,14,14,75,78,76,15,89,81,92,12.51433,14.28367,7.344167,71.4845,75.27,71.81917,74.7435,72.06683,11.3655,5.618167,6.794333,2507865
"BENGEDEON","00-0033944",2017,"Gedeon","Ben","Vikings","Ben Gedeon","MLB",NA,2,65,81,77,78,86,60,60,53,18,29,30,27,26,36,24,35,20,38,34,15,83,6,6,6,6,6,78,85,70,61,77,78,60,64,70,41,22,29,76,45,45,10,92,89,96,12.92717,13.89567,19.95167,17.08883,44.95033,44.92667,44.85867,44.98,17.70633,7.825667,5.907,2558033
"BENGEDEON","00-0033944",2018,"Gedeon","Ben","Vikings","Ben Gedeon","LOLB",23,1,76,81,77,78,86,76,60,53,18,6,30,27,26,36,24,35,12,38,34,15,83,6,6,6,6,6,80,84,62,53,79,84,76,55,61,41,22,29,76,45,45,10,92,89,96,17,12,12,16,45,45,45,45,20,10,6,2558033
"BENGRUBBS","0",2015,"Grubbs","Ben","Chiefs","Ben Grubbs","LG",NA,1,85,64,91,65,82,86,40,40,9,6,10,20,10,10,10,10,10,10,12,12,38,6,6,6,6,6,34,20,10,10,34,21,10,12,12,10,24,33,75,80,82,10,90,83,94,13.75317,12.011,10.14767,65.84467,79.02983,83.01767,77.3975,81.44767,10.03,5.125,5.266,2495615
"BENGRUBBS","0",2014,"Ben","Grubbs","Saints","Ben Grubbs","LG",NA,1,91,62,91,65,75,87,40,40,9,5,10,20,10,10,10,10,10,10,12,12,38,5,5,5,5,5,34,20,10,10,34,21,10,12,12,10,24,33,79,83,92,10.01967,90,83,94,13.83417,11.996,10.195,71.32283,82.53883,88.99317,80.14867,86.32533,10.04333,5.574667,8.201833,2495615
"BENHEENEY","00-0032201",2016,"Heeney","Ben","Raiders","Ben Heeney","MLB",NA,2,70,86,73,79,88,73,68,64,20,19,61,35,60,58,62,58,25,49,45,25,83,6,6,6,6,6,79,73,68,49,67,84,73,73,72,52,14,17,45,45,45,10,77,91,85,13.6555,13.37383,23.4515,16.32133,40.83117,42.27767,40.63483,40.97317,23.41317,13.86333,9.8845,2552306
"BENHEENEY","00-0032201",2017,"Heeney","Ben","Raiders","Ben Heeney","MLB",NA,1,66,86,73,79,88,65,68,64,20,19,61,35,60,58,62,58,25,49,45,25,83,6,6,6,6,6,79,73,68,49,69,84,65,72,70,52,14,17,78,45,45,10,77,91,85,13.246,12.696,21.95167,18.31,44.9465,44.68167,44.8415,44.94583,22.968,13.02433,8.463333,2552306
"BENHEENEY","00-0032201",2018,"Heeney","Ben","Texans","Ben Heeney","MLB",25,4,68,86,73,79,88,63,68,64,20,6,61,35,60,58,62,58,15.66667,49,45,25,83,6,6,6,6,6,79,73,62,49,67,81,63,72,70,52,14,17,78,45,45,10,77,91,85,10,12,20,18,45,45,45,45,25,15,7,2552306
"BENHEENEY","00-0032201",2015,"Heeney","Ben","Raiders","Ben Heeney","MLB",NA,2,63,86,71,79,88,57,68,64,20,6,61,35,60,58,62,58,25,49,45,25,83,6,6,6,6,6,79,73,64,45,62,85,69,67,65,52,14,17,45,45,45,10,77,91,85,12.139,12.50683,24.36683,16.144,40.04,42.10933,39.85033,40.51233,23.09767,14.30633,10.63433,2552306
"BENIJALANA","0",2018,"Ijalana","Ben","Jets","Ben Ijalana","LT",29,2,68,63,86,67,80,67,35,40,10,6,10,17,10,10,10,10,6.666667,10,12,12,67,6,6,6,6,6,45,24,10,10,40,39,25,18,12,10,13,6,77,75,72,10,89,80,85,10,12,9,78,71,73,75,72,10,5,5,2495174
"BENIJALANA","0",2016,"Ijalana","Ben","Jets","Ben Ijalana","LT",NA,2,69,62,86,67,79,54,35,40,10,10,10,17,10,10,10,10,10,10,12,12,67,6,6,6,6,6,45,24,10,10,40,39,25,18,12,10,13,6,77,75,80,10,89,80,85,10.4775,12.05883,9.238,76.7465,72.49117,77.43833,73.567,75.569,10.03167,5.316833,5.3275,2495174
"BENIJALANA","0",2014,"Ben","Ijalana","Jets","Ben Ijalana","LT",NA,2,66,63,86,67,75,54,35,40,10,5,10,17,10,10,10,10,10,10,12,12,67,5,5,5,5,5,45,24,10,10,40,39,25,18,12,10,13,6,77,75,83,10.0585,89,80,85,9.7105,11.996,9.212333,77.78883,72.73167,78.27967,73.493,77.66733,10.015,5.5695,8.507,2495174
"BENIJALANA","0",2017,"Ijalana","Ben","Jets","Ben Ijalana","LT",NA,1,66,64,86,67,80,61,35,40,10,10,10,17,10,10,10,10,10,10,12,12,67,6,6,6,6,6,45,24,10,10,40,39,25,18,12,10,13,6,77,74,73,10,89,80,85,9.325167,12.05883,9.112833,76.23117,71.971,73.28067,73.1175,71.07883,10.01667,5.296833,5.017833,2495174
"BENIJALANA","0",2015,"Ijalana","Ben","Jets","Ben Ijalana","LT",NA,2,66,63,86,67,79,54,35,40,10,6,10,17,10,10,10,10,10,10,12,12,67,6,6,6,6,6,45,24,10,10,40,39,25,18,12,10,13,6,77,75,83,10,89,80,85,9.6895,11.996,9.197333,77.691,72.60333,78.07633,73.67867,77.68133,10.015,5.176833,5.3125,2495174
"BENIQUEZBROWN","0",2016,"Brown","Beniquez","Packers","Beniquez Brown","LOLB",NA,4,59,83,76,75,89,45,63,60,25,25,43,31,40,35,40,45,15,21,20,25,75,6,6,6,6,6,77,77,70,69,63,83,45,53,68,55,20,20,45,45,45,10,80,85,88,13.8455,14.59717,18.88317,15.71183,38.02217,42.15283,41.37067,40.32517,15.37983,9.964667,7.329667,2556481
"BENJACOBS","00-0028698",2015,"Jacobs","Ben","Panthers","Ben Jacobs","MLB",NA,4,64,74,69,75,79,70,53,60,25,6,55,25,41,51,35,33,15,33,35,33,80,6,6,6,6,6,78,74,74,65,66,77,69,55,66,44,15,19,45,45,45,10,82,83,95,12.817,12.3555,13.594,16.39833,41.22167,42.3705,40.87,41.1965,18.45283,11.824,9.512667,2531080
"BENJACOBS","00-0028698",2017,"Jacobs","Ben","Panthers","Ben Jacobs","MLB",NA,2,63,75,69,75,80,68,53,60,25,22,55,25,41,51,35,33,15,33,35,33,80,6,6,6,6,6,78,74,74,65,66,77,68,55,66,44,15,19,77,45,45,10,82,83,95,13.5605,13.58017,12.63383,17.14767,44.964,44.97,45.012,44.94083,18.99867,10.298,8.17,2531080
"BENJACOBS","00-0028698",2014,"Ben","Jacobs","Panthers","Ben Jacobs","MLB",NA,3,63,73,69,75,80,67,53,60,25,5,55,25,41,51,35,33,15,33,35,33,80,5,5,5,5,5,78,74,74,65,66,77,66,52,63,44,15,19,45,45,45,10.3215,82,83,95,13.0895,12.388,13.97233,16.38383,41.11483,42.4305,40.79,41.16983,18.737,12.1815,9.600333,2531080
"BENJACOBS","00-0028698",2016,"Jacobs","Ben","Panthers","Ben Jacobs","ROLB",NA,2,67,74,69,75,78,68,53,60,25,22,55,25,41,51,35,33,15,33,35,33,80,6,6,6,6,6,78,74,74,65,66,77,68,55,66,44,15,19,45,45,45,10,82,83,95,15.3005,15.91133,13.62617,16.73483,40.71833,42.3545,41.27867,41.13733,17.52117,12.44417,9.575333,2531080
"BENJACOBS","00-0028698",2018,"Jacobs","Ben","Panthers","Ben Jacobs","LOLB",30,2,67,75,69,75,80,68,53,60,25,6,55,25,41,51,35,33,8.333333,33,35,33,80,6,6,6,6,6,78,74,74,65,66,77,68,55,66,44,15,19,77,45,45,10,82,83,95,14,12,10,17,45,45,45,45,15,5,5,2531080
"BENJAMINWATSON","00-0022943",2018,"Watson","Benjamin","Saints","Benjamin Watson","TE",37,2,80,79,72,74,82,88,88,75,20,10.33333,72,53,76,68,78,84,72.33333,81,83,75,85,15,10,6,10,6,42,25,10,10,42,62,15,15,13,25,18,14,68,54,64,6,88,84,85,15,18,62,53,53,63,47,60,77,73,67,2506122
"BENJAMINWATSON","00-0022943",2017,"Watson","Benjamin","Ravens","Benjamin Watson","TE",NA,1,80,80,72,74,82,82,83,75,20,21,72,62,76,68,78,84,79,79,82,78,85,15,10,6,10,6,42,25,10,10,42,62,15,15,13,25,18,14,66,66,54,6,88,84,85,14.9045,16.56867,64.22167,51.60483,60.23967,53.1835,62.48683,51.1345,73.03683,70.8685,66.03483,2506122
"BENJAMINWATSON","00-0022943",2014,"Benjamin","Watson","Saints","Benjamin Watson","TE",NA,2,83,82,72,77,83,84,79,73,20,10,71,60,74,68,78,84,69,74,78,80,86,15,10,5,10,5,42,25,10,10,42,62,15,15,13,25,18,14,68,72,51,9.8485,88,84,85,14.06683,16.25333,62.63567,53.9095,66.8035,52.70667,65.69067,49.37633,70.58317,65.44167,59.82033,2506122
"BENJAMINWATSON","00-0022943",2016,"Watson","Benjamin","Ravens","Benjamin Watson","TE",NA,1,81,79,72,74,80,87,82,75,20,21,72,62,76,68,78,84,79,79,81,78,85,15,10,6,10,6,42,25,10,10,42,62,15,15,13,25,18,14,66,65,50,6,88,84,85,16.0045,16.52117,64.07333,51.83817,59.45183,52.25583,60.91783,49.52683,73.94583,70.25767,66.61933,2506122
"BENJAMINWATSON","00-0022943",2015,"Watson","Benjamin","Saints","Benjamin Watson","TE",NA,1,78,79,73,74,80,82,72,73,20,10.33333,71,60,74,68,78,84,65,74,76,80,86,15,10,6,10,6,42,25,10,10,42,62,15,15,13,25,18,14,66,66,51,6,88,84,85,13.68,16.51767,62.0725,53.71617,61.002,53.20817,61.88133,48.9805,67.24333,60.86783,55.43533,2506122
